accession	id	ec	length	organism	primary_pfam	primary_pfam_name	all_pfams
Q8CQ77	TARI_STAES	2.7.7.40	238	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8CQ83	RPOC_STAES	2.7.7.6	1207	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8CQ84	RPOB_STAES	2.7.7.6	1183	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8CRI4	RPOA_STAES	2.7.7.6	314	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8CST1	PNP_STAES	2.7.7.8	701	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8CST9	CDSA_STAES	2.7.7.41	260	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF01148	Cytidylyltransferase family	PF01148
Q8CSZ5	COAD_STAES	2.7.7.3	161	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	PF01467	Cytidylyltransferase-like	PF01467
Q8CWQ3	CCA_STRR6	2.7.7.72	399	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF01743	Poly A polymerase head domain	PF01743;PF12627;PF13735
Q8CX32	RPOA_STRA3	2.7.7.6	312	Streptococcus agalactiae serotype III (strain NEM316)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8CY19	GLND_ECOL6	2.7.7.59; 3.1.4.-	890	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01966	HD domain	PF01842;PF08335;PF01966;PF01909
Q8D1H3	RPOC_YERPE	2.7.7.6	1406	Yersinia pestis	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8D1Y8	RPOA_WIGBR	2.7.7.6	328	Wigglesworthia glossinidia brevipalpis	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8D232	RPOC_WIGBR	2.7.7.6	1405	Wigglesworthia glossinidia brevipalpis	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8D257	TSAC_WIGBR	2.7.7.87	194	Wigglesworthia glossinidia brevipalpis	PF01300	Telomere recombination	PF01300
Q8D2R5	COAD_WIGBR	2.7.7.3	168	Wigglesworthia glossinidia brevipalpis	PF01467	Cytidylyltransferase-like	PF01467
Q8D2W4	CCA_WIGBR	2.7.7.72	403	Wigglesworthia glossinidia brevipalpis	PF01743	Poly A polymerase head domain	PF01743;PF12627
Q8D2Y0	PNP_WIGBR	2.7.7.8	705	Wigglesworthia glossinidia brevipalpis	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8D7E0	GLGC2_VIBVU	2.7.7.27	404	Vibrio vulnificus (strain CMCP6)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8D9M4	MOBA_VIBVU	2.7.7.77	195	Vibrio vulnificus (strain CMCP6)	PF12804	MobA-like NTP transferase domain	PF12804
Q8DAR1	GLGC1_VIBVU	2.7.7.27	405	Vibrio vulnificus (strain CMCP6)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8DBG3	GLND_VIBVU	2.7.7.59; 3.1.4.-	873	Vibrio vulnificus (strain CMCP6)	PF01966	HD domain	PF08335;PF01966;PF01909
Q8DBI7	DPO4_VIBVU	2.7.7.7	354	Vibrio vulnificus (strain CMCP6)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF21999
Q8DBU9	PNP_VIBVU	2.7.7.8	708	Vibrio vulnificus (strain CMCP6)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8DD19	RPOC_VIBVU	2.7.7.6	1400	Vibrio vulnificus (strain CMCP6)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8DDD6	TSAC_VIBVU	2.7.7.87	186	Vibrio vulnificus (strain CMCP6)	PF01300	Telomere recombination	PF01300
Q8DDX4	RNPH_VIBVU	2.7.7.56	238	Vibrio vulnificus (strain CMCP6)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8DDY6	COAD_VIBVU	2.7.7.3	164	Vibrio vulnificus (strain CMCP6)	PF01467	Cytidylyltransferase-like	PF01467
Q8DE63	RPOA_VIBVU	2.7.7.6	330	Vibrio vulnificus (strain CMCP6)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8DE72	CYSD_VIBVU	2.7.7.4	302	Vibrio vulnificus (strain CMCP6)	PF01507	Phosphoadenosine phosphosulfate reductase domain	PF01507
Q8DE73	CYSN_VIBVU	2.7.7.4	476	Vibrio vulnificus (strain CMCP6)	PF22594	GTP-eEF1A C-terminal domain-like	PF22594;PF00009;PF03144
Q8DEH6	GLNE_VIBVU	2.7.7.42; 2.7.7.89	950	Vibrio vulnificus (strain CMCP6)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8DGW9	PNP_THEVB	2.7.7.8	715	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8DJQ7	COAD_THEVB	2.7.7.3	168	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF01467	Cytidylyltransferase-like	PF01467
Q8DL55	RPOB_THEVB	2.7.7.6	1108	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8DL56	RPOC1_THEVB	2.7.7.6	622	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF04997	RNA polymerase Rpb1, domain 1	PF04997;PF00623;PF04983
Q8DL57	RPOC2_THEVB	2.7.7.6	1324	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF04998	RNA polymerase Rpb1, domain 5	PF04983;PF05000;PF04998
Q8DLA4	RNPH_THEVB	2.7.7.56	242	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8DML0	RPOA_THEVB	2.7.7.6	321	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8DNF0	RPOB_STRR6	2.7.7.6	1203	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8DNF1	RPOC_STRR6	2.7.7.6	1225	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8DPI2	TARI_STRR6	2.7.7.40	235	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8DPS5	GLGC_STRR6	2.7.7.27	380	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8DQT0	PNP_STRR6	2.7.7.8	737	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8DQZ7	DPO4_STRR6	2.7.7.7	353	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8DS36	RPOA_STRMU	2.7.7.6	312	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8DS47	RPOC_STRMU	2.7.7.6	1209	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8DT53	GLGC_STRMU	2.7.7.27	379	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8DUL8	CCA_STRMU	2.7.7.72	401	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF01743	Poly A polymerase head domain	PF01743;PF12627;PF13735
Q8DVH2	COAD_STRMU	2.7.7.3	166	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF01467	Cytidylyltransferase-like	PF01467
Q8DVR7	DPO4_STRMU	2.7.7.7	370	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8DWB2	PNP_STRMU	2.7.7.8	730	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8DXW9	DPO4_STRA5	2.7.7.7	364	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8DYQ7	TARI_STRA5	2.7.7.40	240	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8DYY1	CCA_STRA5	2.7.7.72	402	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF01743	Poly A polymerase head domain	PF01743;PF12627;PF13735
Q8E080	GLGC_STRA5	2.7.7.27	379	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8E1A6	COAD_STRA5	2.7.7.3	161	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF01467	Cytidylyltransferase-like	PF01467
Q8E1Z8	PNP_STRA5	2.7.7.8	709	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8E238	RPOC_STRA5	2.7.7.6	1216	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8E239	RPOB_STRA5	2.7.7.6	1191	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8E2B1	RPOA_STRA5	2.7.7.6	312	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8E3I8	DPO4_STRA3	2.7.7.7	364	Streptococcus agalactiae serotype III (strain NEM316)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8E4B4	TARI_STRA3	2.7.7.40	239	Streptococcus agalactiae serotype III (strain NEM316)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8E4J0	CCA_STRA3	2.7.7.72	402	Streptococcus agalactiae serotype III (strain NEM316)	PF01743	Poly A polymerase head domain	PF01743;PF12627;PF13735
Q8E5V7	GLGC_STRA3	2.7.7.27	379	Streptococcus agalactiae serotype III (strain NEM316)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8E6R1	COAD_STRA3	2.7.7.3	161	Streptococcus agalactiae serotype III (strain NEM316)	PF01467	Cytidylyltransferase-like	PF01467
Q8E7F6	PNP_STRA3	2.7.7.8	709	Streptococcus agalactiae serotype III (strain NEM316)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8E7J7	RPOC_STRA3	2.7.7.6	1216	Streptococcus agalactiae serotype III (strain NEM316)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8E7J8	RPOB_STRA3	2.7.7.6	1191	Streptococcus agalactiae serotype III (strain NEM316)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8E8E3	MOBA_SHEON	2.7.7.77	197	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF12804	MobA-like NTP transferase domain	PF12804
Q8E8I0	COAD_SHEON	2.7.7.3	163	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01467	Cytidylyltransferase-like	PF01467
Q8E9L4	RNPH_SHEON	2.7.7.56	237	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8EAY1	GLNE_SHEON	2.7.7.42; 2.7.7.89	954	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8EB09	CYSD_SHEON	2.7.7.4	302	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01507	Phosphoadenosine phosphosulfate reductase domain	PF01507
Q8EB10	CYSN_SHEON	2.7.7.4	485	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF22594	GTP-eEF1A C-terminal domain-like	PF22594;PF00009
Q8EEA9	KDSB_SHEON	2.7.7.90	245	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF02348	Cytidylyltransferase	PF02348
Q8EGH8	GLND_SHEON	2.7.7.59; 3.1.4.-	861	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01966	HD domain	PF01842;PF08335;PF01966;PF01909
Q8EGU3	GLGC_SHEON	2.7.7.27	420	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8EHL1	PNP_SHEON	2.7.7.8	699	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8EHU9	DPO4_SHEON	2.7.7.7	357	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF21999
Q8EK47	RPOA_SHEON	2.7.7.6	329	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8EK73	RPOC_SHEON	2.7.7.6	1405	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8EKQ3	TSAC_SHEON	2.7.7.87	188	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	PF01300	Telomere recombination	PF01300
Q8EPJ5	RNPH_OCEIH	2.7.7.56	244	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8EQ56	DPO4_OCEIH	2.7.7.7	419	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8EQD6	CCA_OCEIH	2.7.7.72	400	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF01743	Poly A polymerase head domain	PF01743;PF12627;PF13735
Q8EQT7	PNP_OCEIH	2.7.7.8	705	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8ER64	COAD_OCEIH	2.7.7.3	161	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF01467	Cytidylyltransferase-like	PF01467
Q8ET56	GLGC_OCEIH	2.7.7.27	385	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8ETV9	RPOA_OCEIH	2.7.7.6	314	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8ETY7	RPOC_OCEIH	2.7.7.6	1203	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8EUD7	RPOA_MALP2	2.7.7.6	331	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8EUG2	COAD_MALP2	2.7.7.3	150	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)	PF01467	Cytidylyltransferase-like	PF01467
Q8EWX0	RPOC_MALP2	2.7.7.6	1288	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8EYP6	COAD_LEPIN	2.7.7.3	160	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	PF01467	Cytidylyltransferase-like	PF01467
Q8F0S3	RPOC_LEPIN	2.7.7.6	1404	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8F7A0	ISPD_LEPIN	2.7.7.60	238	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8F7J8	PNP_LEPIN	2.7.7.8	698	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8F8Q2	DPO4_LEPIN	2.7.7.7	362	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF11798
Q8FB83	RPOC_ECOL6	2.7.7.6	1407	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8FBH7	MOBA_ECOL6	2.7.7.77	194	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF12804	MobA-like NTP transferase domain	PF12804
Q8FC88	COAD_ECOL6	2.7.7.3	159	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01467	Cytidylyltransferase-like	PF01467
Q8FD17	TSAC_ECOL6	2.7.7.87	190	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01300	Telomere recombination	PF01300
Q8FD87	PNP_ECOL6	2.7.7.8	711	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8FDG5	DNAG_ECOL6	2.7.7.101	581	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF08275	DNA primase catalytic core, N-terminal domain	PF10410;PF08278;PF08275;PF13155;PF01807
Q8FDH4	GLNE_ECOL6	2.7.7.42; 2.7.7.89	946	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8FEJ0	CYSD_ECOL6	2.7.7.4	302	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01507	Phosphoadenosine phosphosulfate reductase domain	PF01507
Q8FEJ1	CYSN_ECOL6	2.7.7.4	475	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF22594	GTP-eEF1A C-terminal domain-like	PF22594;PF00009
Q8FEJ5	ISPD_ECOL6	2.7.7.60	236	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128
Q8FJA9	KDSB_ECOL6	2.7.7.38	248	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	PF02348	Cytidylyltransferase	PF02348
Q8FMH9	DISA_COREF	2.7.7.85	356	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF02457	DisA bacterial checkpoint controller nucleotide-binding	PF02457;PF10635
Q8FMU8	RNPH_COREF	2.7.7.56	245	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8FNL8	GLNE_COREF	2.7.7.42; 2.7.7.89	1050	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8FPB7	PNP_COREF	2.7.7.8	752	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF00575
Q8FPP9	COAD_COREF	2.7.7.3	159	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF01467	Cytidylyltransferase-like	PF01467
Q8FQE4	GLGC_COREF	2.7.7.27	409	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8FS33	RPOA_COREF	2.7.7.6	338	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8FS96	RPOC_COREF	2.7.7.6	1333	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8FW50	DPO4_BRUSU	2.7.7.7	445	Brucella suis biovar 1 (strain 1330)	PF00817	impB/mucB/samB family	PF00817;PF11799;PF21999
Q8FXS9	PNP_BRUSU	2.7.7.8	714	Brucella suis biovar 1 (strain 1330)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF03725;PF00575
Q8G070	RPOC_BRUSU	2.7.7.6	1400	Brucella suis biovar 1 (strain 1330)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8G094	RPOA_BRUSU	2.7.7.6	337	Brucella suis biovar 1 (strain 1330)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8G0E0	CDSA_BRUSU	2.7.7.41	270	Brucella suis biovar 1 (strain 1330)	PF01148	Cytidylyltransferase family	PF01148
Q8G0H4	ISPDF_BRUSU	2.7.7.60; 4.6.1.12	390	Brucella suis biovar 1 (strain 1330)	PF01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PF01128;PF02542
Q8G0X5	MOBA_BRUSU	2.7.7.77	221	Brucella suis biovar 1 (strain 1330)	PF12804	MobA-like NTP transferase domain	PF12804
Q8G1U0	GLNE_BRUSU	2.7.7.42; 2.7.7.89	983	Brucella suis biovar 1 (strain 1330)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8G2W6	CYSD_BRUSU	2.7.7.4	300	Brucella suis biovar 1 (strain 1330)	PF01507	Phosphoadenosine phosphosulfate reductase domain	PF01507
Q8G2Y5	RNPH_BRUSU	2.7.7.56	238	Brucella suis biovar 1 (strain 1330)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8G312	GLND_BRUSU	2.7.7.59; 3.1.4.-	934	Brucella suis biovar 1 (strain 1330)	PF01966	HD domain	PF01842;PF08335;PF01966
Q8G3Z3	RPOA_BIFLO	2.7.7.6	331	Bifidobacterium longum (strain NCC 2705)	PF01000	RNA polymerase Rpb3/RpoA insert domain	PF01000;PF03118;PF01193
Q8G447	PNP_BIFLO	2.7.7.8	913	Bifidobacterium longum (strain NCC 2705)	PF01138	3' exoribonuclease family, domain 1	PF00013;PF03726;PF01138;PF00575
Q8G514	RPOB_BIFLO	2.7.7.6	1187	Bifidobacterium longum (strain NCC 2705)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8G515	RPOC_BIFLO	2.7.7.6	1345	Bifidobacterium longum (strain NCC 2705)	PF04998	RNA polymerase Rpb1, domain 5	PF04997;PF00623;PF04983;PF05000;PF04998
Q8G5Y5	GLGC_BIFLO	2.7.7.27	414	Bifidobacterium longum (strain NCC 2705)	PF00483	Nucleotidyl transferase	PF24894;PF00483
Q8G654	GLNE_BIFLO	2.7.7.42; 2.7.7.89	1076	Bifidobacterium longum (strain NCC 2705)	PF08335	GlnD PII-uridylyltransferase	PF08335;PF03710
Q8G7H5	COAD_BIFLO	2.7.7.3	166	Bifidobacterium longum (strain NCC 2705)	PF01467	Cytidylyltransferase-like	PF01467
Q8G7I0	RNPH_BIFLO	2.7.7.56	248	Bifidobacterium longum (strain NCC 2705)	PF01138	3' exoribonuclease family, domain 1	PF01138;PF03725
Q8GAU3	RPOZ_STRKA	2.7.7.6	90	Streptomyces kasugaensis	PF01192	RNA polymerase Rpb6	PF01192
Q8GCR6	RPOB1_ENTFC	2.7.7.6	1208	Enterococcus faecium (Streptococcus faecium)	PF00562	RNA polymerase Rpb2, domain 6	PF04563;PF04561;PF04565;PF10385;PF00562;PF04560
Q8HTL6	RPOB1_CHLRE	2.7.7.6	822	Chlamydomonas reinhardtii (Chlamydomonas smithii)	PF04565	RNA polymerase Rpb2, domain 3	PF04563;PF04561;PF04565
Q8HTL7	RPOB2_CHLRE	2.7.7.6	626	Chlamydomonas reinhardtii (Chlamydomonas smithii)	PF00562	RNA polymerase Rpb2, domain 6	PF00562;PF04560
Q8HUG9	RPC1A_CHLRE	2.7.7.6	603	Chlamydomonas reinhardtii (Chlamydomonas smithii)	PF04997	RNA polymerase Rpb1, domain 1	PF04997
